Filename,Predicted Class,Correct,Confidence
05061.ppm,13,True,0.060752142
03410.ppm,28,True,0.05823454
03376.ppm,3,True,0.054791193
04419.ppm,8,True,0.051529247
05707.ppm,38,True,0.048407752
02068.ppm,15,True,0.060764182
01561.ppm,2,True,0.05207286
11772.ppm,1,True,0.060351145
08223.ppm,35,True,0.0598304
07110.ppm,3,True,0.032905463
01575.ppm,38,True,0.042946316
09129.ppm,10,True,0.055438302
11766.ppm,3,True,0.034994584
10478.ppm,13,True,0.059890743
08237.ppm,16,True,0.06054557
07104.ppm,38,True,0.060781356
03362.ppm,25,True,0.06078673
05713.ppm,12,True,0.060786605
05075.ppm,15,True,0.060573816
12509.ppm,12,True,0.06077278
03404.ppm,9,True,0.060784146
09897.ppm,2,True,0.05109968
08551.ppm,12,True,0.06078667
07662.ppm,31,True,0.06078666
11000.ppm,7,True,0.060221706
01213.ppm,12,True,0.060762364
02732.ppm,10,True,0.060201798
12521.ppm,2,True,0.060781695
04343.ppm,14,True,0.060665727
00125.ppm,10,True,0.06077705
08579.ppm,38,True,0.060786817
10336.ppm,5,True,0.058402266
06554.ppm,35,True,0.060786817
11028.ppm,37,False,0.03426199
09667.ppm,4,True,0.03716897
07892.ppm,25,True,0.06078662
06232.ppm,13,True,0.060786817
09101.ppm,10,True,0.05995779
10450.ppm,31,True,0.059696835
11996.ppm,17,True,0.060785893
00643.ppm,11,True,0.060766574
04425.ppm,28,True,0.06075293
12247.ppm,2,True,0.05195932
02054.ppm,18,True,0.056679614
04431.ppm,10,True,0.06071077
12253.ppm,4,False,0.04893697
02040.ppm,13,True,0.05676533
01549.ppm,25,True,0.060782406
06226.ppm,25,True,0.060786817
09115.ppm,8,True,0.04475063
07138.ppm,13,True,0.060786817
10444.ppm,4,True,0.060672943
00657.ppm,13,True,0.060786817
11982.ppm,1,True,0.06032804
00131.ppm,15,False,0.031549823
10322.ppm,7,True,0.036090277
06540.ppm,2,True,0.06078659
09673.ppm,10,True,0.059383593
07886.ppm,22,False,0.032038465
02726.ppm,10,True,0.060786776
12535.ppm,1,True,0.060756944
05049.ppm,2,True,0.060786776
04357.ppm,2,True,0.060774203
03438.ppm,7,True,0.054813467
08250.ppm,37,False,0.040085874
07163.ppm,3,True,0.05271505
01512.ppm,18,True,0.060244404
11701.ppm,7,True,0.060321882
05774.ppm,24,True,0.038938098
12208.ppm,4,True,0.05372532
03305.ppm,7,True,0.046618678
03463.ppm,12,True,0.060784716
05012.ppm,38,True,0.06078681
09628.ppm,7,False,0.03061761
11067.ppm,38,True,0.06078673
01274.ppm,42,True,0.060200326
10379.ppm,10,True,0.060768146
08536.ppm,1,True,0.059002783
07605.ppm,11,True,0.060786776
11073.ppm,13,True,0.060786787
01260.ppm,5,True,0.03808263
08522.ppm,9,True,0.060570955
07611.ppm,28,True,0.060786676
04318.ppm,12,True,0.060786784
03477.ppm,12,True,0.06077758
02769.ppm,17,True,0.060786534
05006.ppm,1,True,0.060777545
05760.ppm,23,False,0.037614055
03311.ppm,15,True,0.060597584
08244.ppm,13,True,0.060786817
07177.ppm,17,True,0.060786817
00618.ppm,10,True,0.060705498
01506.ppm,1,True,0.0606139
11715.ppm,38,False,0.04149472
06269.ppm,23,True,0.060786676
12234.ppm,5,True,0.057316504
05748.ppm,29,True,0.06059647
02027.ppm,38,True,0.060786787
03339.ppm,38,True,0.060657743
05990.ppm,17,True,0.060786642
04456.ppm,11,False,0.06078638
10423.ppm,25,True,0.059917457
00630.ppm,5,True,0.056373537
06241.ppm,18,True,0.060783442
09172.ppm,2,False,0.053139713
06527.ppm,38,True,0.06078681
09614.ppm,1,True,0.060784888
01248.ppm,3,True,0.05989223
00156.ppm,6,True,0.060775682
07639.ppm,12,True,0.060786817
10345.ppm,9,True,0.06078638
02999.ppm,5,True,0.040501177
04330.ppm,31,True,0.06078605
02741.ppm,4,False,0.04761601
12552.ppm,5,True,0.05690911
04324.ppm,35,True,0.060786817
02755.ppm,5,True,0.058484938
12546.ppm,21,False,0.052269857
06533.ppm,10,True,0.060524523
09600.ppm,13,True,0.060786817
00142.ppm,6,True,0.060784984
10351.ppm,11,True,0.06077315
08278.ppm,20,False,0.046196807
10437.ppm,25,True,0.036719445
00624.ppm,3,False,0.035499375
06255.ppm,38,False,0.037117787
11729.ppm,12,True,0.060786817
09166.ppm,13,True,0.060786817
12220.ppm,13,True,0.060786817
02033.ppm,13,True,0.056096092
05984.ppm,3,True,0.06071623
04442.ppm,15,False,0.039015822
00817.ppm,8,True,0.06068474
08293.ppm,2,False,0.04679164
09833.ppm,17,True,0.060786802
02966.ppm,26,True,0.060752984
02972.ppm,29,True,0.05264631
09827.ppm,3,False,0.051429197
09199.ppm,13,True,0.060786817
00803.ppm,5,True,0.046732474
08287.ppm,2,True,0.060771853
06282.ppm,7,True,0.060048427
11926.ppm,35,True,0.06078681
05953.ppm,35,True,0.047171243
04495.ppm,12,True,0.060786817
02782.ppm,18,True,0.055521563
12591.ppm,5,True,0.054584727
00195.ppm,2,True,0.06078681
10386.ppm,11,True,0.060786817
11098.ppm,1,True,0.034607314
07822.ppm,0,False,0.026088871
00181.ppm,4,True,0.060532734
10392.ppm,17,True,0.06078594
07836.ppm,35,True,0.060786802
02796.ppm,7,True,0.0522311
12585.ppm,8,True,0.060224354
03488.ppm,35,True,0.060786817
05947.ppm,1,True,0.06078681
04481.ppm,10,True,0.060745545
06296.ppm,28,True,0.05992667
07188.ppm,5,True,0.036342137
11932.ppm,17,True,0.060749177
07407.ppm,10,True,0.060777545
08734.ppm,16,True,0.057591725
00368.ppm,31,False,0.045869924
01076.ppm,4,True,0.06062313
06719.ppm,14,True,0.0595021
11265.ppm,10,True,0.059876435
05210.ppm,10,True,0.06078657
03661.ppm,2,True,0.060716175
04668.ppm,4,False,0.049956065
03107.ppm,22,True,0.038958166
02219.ppm,21,False,0.029183054
05576.ppm,4,True,0.029828532
11503.ppm,12,False,0.033965595
01710.ppm,8,False,0.041569415
07361.ppm,38,True,0.060786776
08052.ppm,42,False,0.027740203
09358.ppm,13,True,0.059608277
11517.ppm,5,True,0.059820127
01704.ppm,16,True,0.05694513
07375.ppm,31,True,0.06078504
10609.ppm,38,True,0.060786817
08046.ppm,11,True,0.060411084
03113.ppm,11,True,0.057342883
05562.ppm,25,False,0.034291342
05204.ppm,12,True,0.060761772
03675.ppm,25,True,0.059556417
07413.ppm,0,False,0.034471177
08720.ppm,1,False,0.033061348
01062.ppm,13,True,0.060786817
11271.ppm,13,True,0.060786817
03885.ppm,31,True,0.039750986
02543.ppm,13,True,0.060752753
04132.ppm,33,True,0.060786802
08708.ppm,16,True,0.060786676
10147.ppm,38,True,0.051308546
00354.ppm,12,True,0.060786817
11259.ppm,10,True,0.060458295
09416.ppm,38,True,0.060786817
06725.ppm,12,True,0.060786817
09370.ppm,6,True,0.042347558
06043.ppm,35,True,0.060786817
00432.ppm,34,True,0.060786817
10621.ppm,14,True,0.05849786
04654.ppm,4,True,0.06068482
02225.ppm,17,True,0.060786437
12036.ppm,9,False,0.03759811
04640.ppm,8,True,0.05958202
04898.ppm,36,False,0.060490035
02231.ppm,8,True,0.058737192
12022.ppm,5,False,0.04103087
09364.ppm,33,True,0.050492488
06057.ppm,35,True,0.060312256
01738.ppm,8,False,0.0421436
00426.ppm,13,True,0.060786817
10635.ppm,28,True,0.057188995
07349.ppm,9,True,0.060767695
10153.ppm,13,True,0.060786817
00340.ppm,10,True,0.060775157
09402.ppm,28,True,0.060775664
06731.ppm,25,False,0.037075926
05238.ppm,38,True,0.060786817
03891.ppm,14,True,0.06043902
02557.ppm,4,True,0.0607856
03649.ppm,7,True,0.05997993
04126.ppm,14,True,0.060780857
06902.ppm,1,True,0.060022376
08091.ppm,2,True,0.060781088
10806.ppm,33,True,0.060330003
04873.ppm,3,True,0.05781138
04867.ppm,11,True,0.032954305
08085.ppm,7,True,0.05808679
10812.ppm,38,False,0.025038198
06916.ppm,33,True,0.060786817
01089.ppm,4,True,0.06078659
08913.ppm,38,True,0.059646584
10184.ppm,11,True,0.06078621
00397.ppm,38,True,0.060786817
03846.ppm,15,True,0.06078542
02580.ppm,1,True,0.06070116
05589.ppm,10,True,0.060315963
04697.ppm,27,True,0.060772646
01937.ppm,30,False,0.057798665
06080.ppm,13,True,0.06078667
01923.ppm,13,True,0.06078681
06094.ppm,12,True,0.060785204
04683.ppm,13,True,0.060786817
03852.ppm,9,True,0.060774755
02594.ppm,1,False,0.033153445
08907.ppm,5,False,0.041218173
10190.ppm,11,True,0.05045137
00383.ppm,4,True,0.060582515
11311.ppm,25,True,0.060786817
01102.ppm,2,True,0.060778487
08898.ppm,9,True,0.060786817
07573.ppm,10,True,0.060784835
08640.ppm,21,False,0.055662584
03715.ppm,33,True,0.060785167
12618.ppm,8,True,0.05888068
05364.ppm,6,True,0.060768407
05402.ppm,13,True,0.06063381
03073.ppm,10,True,0.060628284
07215.ppm,14,True,0.045380242
10769.ppm,10,True,0.060783792
08126.ppm,30,True,0.033557896
01664.ppm,4,False,0.03757322
09238.ppm,2,True,0.060785282
11477.ppm,14,True,0.060786817
07201.ppm,9,True,0.060761217
08132.ppm,8,True,0.035260644
01670.ppm,17,True,0.059407808
11463.ppm,38,True,0.060786817
05416.ppm,11,True,0.05904742
02379.ppm,12,True,0.060194455
03067.ppm,37,False,0.032173824
04708.ppm,38,True,0.060760085
03701.ppm,21,True,0.055261143
05370.ppm,5,True,0.05823835
06679.ppm,25,True,0.060786534
11305.ppm,14,True,0.05892879
01116.ppm,8,True,0.05243378
00208.ppm,13,True,0.060786817
07567.ppm,13,True,0.060786817
08654.ppm,13,True,0.057831448
04046.ppm,12,True,0.06078676
03729.ppm,10,True,0.058082104
02437.ppm,7,True,0.051137358
05358.ppm,4,True,0.06068352
12624.ppm,25,True,0.06077837
09562.ppm,38,True,0.060786817
06651.ppm,26,True,0.06062667
00220.ppm,2,True,0.06078681
06889.ppm,10,False,0.058691684
10033.ppm,8,True,0.06052597
01880.ppm,5,True,0.05218586
10755.ppm,15,True,0.060786776
07229.ppm,18,True,0.030908907
00546.ppm,1,True,0.060786817
01658.ppm,12,True,0.060786817
09204.ppm,35,True,0.060786817
06137.ppm,2,True,0.050485794
12142.ppm,38,True,0.060786817
02351.ppm,33,True,0.0607833
04720.ppm,7,True,0.06057812
12156.ppm,18,True,0.060752816
02345.ppm,32,True,0.045185845
04734.ppm,1,True,0.053098176
10741.ppm,36,True,0.060657464
01894.ppm,2,True,0.060774375
00552.ppm,9,True,0.05904665
10999.ppm,18,False,0.046594664
09210.ppm,7,True,0.049822006
06123.ppm,17,True,0.049793553
11339.ppm,22,True,0.06078681
09576.ppm,13,True,0.060776543
06645.ppm,31,False,0.060761366
00234.ppm,33,True,0.060786787
08668.ppm,36,True,0.060786817
10027.ppm,13,True,0.060786817
04052.ppm,31,True,0.060041726
02423.ppm,22,True,0.053941727
06876.ppm,12,True,0.060486984
08683.ppm,5,False,0.057137694
10972.ppm,13,True,0.060482197
04907.ppm,12,True,0.060786683
04913.ppm,14,True,0.060786817
10966.ppm,8,True,0.051964704
06862.ppm,33,False,0.043685686
08697.ppm,10,True,0.060779743
09589.ppm,33,True,0.060786817
06692.ppm,42,True,0.060470052
08867.ppm,37,False,0.05559641
03932.ppm,35,True,0.04535737
04085.ppm,7,True,0.058131352
12181.ppm,18,True,0.05952012
02392.ppm,11,True,0.039940424
11488.ppm,9,True,0.060682297
01843.ppm,29,True,0.0569987
10796.ppm,13,True,0.060786817
00585.ppm,10,True,0.05987001
10782.ppm,30,False,0.03247489
01857.ppm,12,True,0.06078681
00591.ppm,13,True,0.060786817
03098.ppm,9,True,0.05992838
12195.ppm,23,True,0.060649436
02386.ppm,2,False,0.047199022
03926.ppm,20,True,0.03977246
04091.ppm,12,True,0.060786817
07598.ppm,38,True,0.060786817
06686.ppm,9,True,0.060786817
08873.ppm,25,True,0.034155518
11675.ppm,3,True,0.05073368
06309.ppm,11,True,0.060486894
01466.ppm,8,True,0.05850764
00778.ppm,1,False,0.05957802
08324.ppm,35,True,0.060777593
07017.ppm,4,True,0.049955122
03271.ppm,11,True,0.05207386
05600.ppm,28,True,0.042008303
05166.ppm,17,True,0.060226906
02609.ppm,33,True,0.060786817
03517.ppm,38,True,0.060785986
04278.ppm,36,True,0.060786817
08442.ppm,13,True,0.060786817
07771.ppm,8,True,0.060772825
09984.ppm,35,True,0.060786817
01300.ppm,38,True,0.06078617
11113.ppm,5,True,0.06073065
10219.ppm,11,True,0.052175503
08456.ppm,41,True,0.06078572
07765.ppm,13,True,0.060786817
09990.ppm,5,True,0.060781475
01314.ppm,34,True,0.060786817
09748.ppm,38,True,0.060786817
11107.ppm,25,True,0.060786802
05172.ppm,23,True,0.060331546
03503.ppm,10,True,0.05890175
03265.ppm,16,True,0.059649672
05614.ppm,25,True,0.055105153
12368.ppm,13,True,0.060786817
11661.ppm,23,True,0.055092756
01472.ppm,5,False,0.03366125
08330.ppm,4,True,0.06049696
07003.ppm,5,False,0.049845695
04522.ppm,34,True,0.060786817
02153.ppm,7,True,0.040164758
12340.ppm,5,True,0.060570814
06335.ppm,10,True,0.06007258
11649.ppm,11,True,0.060786817
09006.ppm,31,False,0.033808794
11891.ppm,8,True,0.054339096
00744.ppm,4,True,0.041576575
08318.ppm,9,True,0.060781285
10557.ppm,11,True,0.060786493
10231.ppm,5,True,0.060774572
00022.ppm,9,True,0.060759857
07995.ppm,20,False,0.034687955
06453.ppm,2,False,0.056970432
09760.ppm,4,True,0.058083456
12426.ppm,6,True,0.060781144
02635.ppm,2,False,0.05779617
04244.ppm,38,True,0.06074974
12432.ppm,33,True,0.06078674
02621.ppm,25,True,0.060624108
04250.ppm,25,True,0.06068102
07759.ppm,13,True,0.060786817
10225.ppm,14,True,0.060779996
00036.ppm,3,True,0.060540404
07981.ppm,25,True,0.060786817
01328.ppm,13,True,0.060786817
06447.ppm,17,True,0.026078613
09774.ppm,7,True,0.060778335
06321.ppm,32,False,0.058981888
09012.ppm,11,True,0.060781877
00988.ppm,5,False,0.032423697
00750.ppm,10,True,0.06073001
11885.ppm,9,True,0.06078666
10543.ppm,13,True,0.060764194
04536.ppm,5,True,0.058363862
03259.ppm,2,True,0.057896487
02147.ppm,18,True,0.056151822
12354.ppm,20,False,0.045404512
05628.ppm,37,True,0.060786817
00963.ppm,14,True,0.060784344
08481.ppm,28,True,0.060782377
09947.ppm,3,True,0.06036072
02812.ppm,4,False,0.04535709
02806.ppm,10,True,0.060785893
08495.ppm,10,True,0.051421415
09953.ppm,10,True,0.06078617
00977.ppm,10,True,0.06077224
11852.ppm,12,True,0.060786817
00787.ppm,10,True,0.060688596
10594.ppm,38,True,0.060786817
01499.ppm,8,True,0.049389545
02190.ppm,4,True,0.056287825
12383.ppm,1,True,0.033799566
05827.ppm,35,True,0.060699247
04287.ppm,17,True,0.060786713
05199.ppm,13,True,0.060786817
07956.ppm,13,True,0.060786817
06490.ppm,22,True,0.06078636
07942.ppm,15,True,0.06022897
06484.ppm,1,True,0.060784176
04293.ppm,35,True,0.06070641
02184.ppm,37,False,0.060630333
12397.ppm,10,True,0.04251943
05833.ppm,7,True,0.06075048
00793.ppm,3,True,0.037343316
11846.ppm,15,True,0.060785
10580.ppm,38,True,0.06078542
04292.ppm,29,True,0.054991502
06485.ppm,38,True,0.060786817
07943.ppm,38,True,0.060778756
10581.ppm,17,True,0.060786817
11847.ppm,33,True,0.060786776
00792.ppm,1,True,0.036619313
05832.ppm,38,True,0.060786787
12396.ppm,9,False,0.03720541
02185.ppm,38,True,0.060786817
05826.ppm,14,True,0.060781587
12382.ppm,11,True,0.060728032
02191.ppm,5,True,0.04170242
01498.ppm,2,True,0.060786784
10595.ppm,7,True,0.060761448
00786.ppm,2,True,0.060764957
11853.ppm,25,True,0.06074965
06491.ppm,34,True,0.060786817
07957.ppm,8,True,0.037062254
05198.ppm,3,True,0.060367193
04286.ppm,5,True,0.060726836
09952.ppm,12,True,0.05530137
08494.ppm,2,True,0.06014124
02807.ppm,13,True,0.060786817
00976.ppm,23,True,0.057756774
00962.ppm,12,True,0.060786817
02813.ppm,6,True,0.060764324
09946.ppm,5,True,0.056487557
08480.ppm,23,True,0.037324816
09775.ppm,12,True,0.060783956
06446.ppm,4,False,0.046932325
01329.ppm,17,True,0.060786817
07980.ppm,10,True,0.060783718
00037.ppm,12,True,0.06078681
10224.ppm,10,True,0.06078172
07758.ppm,2,True,0.04127778
04251.ppm,30,False,0.056302503
02620.ppm,25,True,0.060786776
12433.ppm,31,True,0.060334045
05629.ppm,10,False,0.031867735
12355.ppm,13,True,0.060786817
02146.ppm,13,True,0.060760546
03258.ppm,36,True,0.06067964
04537.ppm,1,True,0.06054092
10542.ppm,4,True,0.06078579
11884.ppm,2,True,0.060786042
00751.ppm,28,True,0.060782637
09013.ppm,2,False,0.034385484
00989.ppm,39,True,0.060786817
06320.ppm,2,True,0.060773674
08319.ppm,2,True,0.060786817
10556.ppm,22,True,0.060417533
00745.ppm,17,True,0.026664991
11890.ppm,16,True,0.060782503
11648.ppm,15,True,0.059390567
09007.ppm,10,True,0.06012906
06334.ppm,20,False,0.03420388
12341.ppm,37,True,0.060786817
02152.ppm,31,True,0.060342405
04523.ppm,5,True,0.06077217
04245.ppm,4,False,0.053072274
02634.ppm,35,True,0.060786817
12427.ppm,26,True,0.057010483
09761.ppm,5,False,0.04250611
06452.ppm,13,True,0.060504742
07994.ppm,3,True,0.060473047
00023.ppm,5,False,0.037780866
10230.ppm,7,False,0.038267847
03502.ppm,8,True,0.047309
05173.ppm,13,True,0.060786817
09749.ppm,2,True,0.060786817
11106.ppm,25,True,0.060786817
01315.ppm,37,False,0.047225956
09991.ppm,38,True,0.06078392
07764.ppm,10,True,0.06078075
10218.ppm,4,True,0.055768438
08457.ppm,10,True,0.0607609
07002.ppm,12,True,0.060785238
08331.ppm,12,True,0.060786817
01473.ppm,10,True,0.06078587
11660.ppm,28,False,0.032051638
12369.ppm,18,False,0.041451737
05615.ppm,17,True,0.060786817
03264.ppm,34,True,0.060786817
05601.ppm,37,False,0.05818581
03270.ppm,11,True,0.060786817
07016.ppm,34,True,0.06049411
08325.ppm,12,True,0.060526136
00779.ppm,33,True,0.060786817
01467.ppm,5,True,0.04896998
06308.ppm,4,False,0.037375577
11674.ppm,10,True,0.06074636
11112.ppm,5,False,0.059366662
01301.ppm,18,True,0.05757394
09985.ppm,15,True,0.060251623
07770.ppm,9,True,0.050329447
08443.ppm,13,True,0.060786325
04279.ppm,8,False,0.049107
03516.ppm,9,True,0.05945716
02608.ppm,33,True,0.060786817
05167.ppm,1,True,0.060655463
02387.ppm,25,True,0.060786817
12194.ppm,3,True,0.06067957
03099.ppm,5,True,0.04469936
00590.ppm,35,True,0.05385894
01856.ppm,18,False,0.037341516
10783.ppm,4,False,0.03668015
08872.ppm,3,True,0.06077406
06687.ppm,23,False,0.050509255
07599.ppm,38,True,0.060786817
04090.ppm,7,True,0.03946644
03927.ppm,11,False,0.031677436
04084.ppm,12,True,0.060786817
03933.ppm,13,True,0.060786817
08866.ppm,25,True,0.060786787
06693.ppm,9,False,0.05830964
00584.ppm,35,True,0.060786817
10797.ppm,35,True,0.060786817
01842.ppm,2,True,0.060786787
11489.ppm,3,True,0.060516533
02393.ppm,2,False,0.05284231
12180.ppm,2,True,0.05128157
10967.ppm,12,False,0.046812534
04912.ppm,10,True,0.060786817
09588.ppm,17,True,0.060464565
08696.ppm,15,True,0.046267167
06863.ppm,35,True,0.060786817
08682.ppm,31,True,0.058549233
06877.ppm,2,True,0.060786817
04906.ppm,7,False,0.04051078
10973.ppm,14,True,0.060680702
06122.ppm,18,False,0.038896035
09211.ppm,3,False,0.058404658
10998.ppm,4,True,0.06069854
00553.ppm,13,True,0.060786817
01895.ppm,17,True,0.060786802
10740.ppm,8,True,0.060596485
04735.ppm,1,True,0.060367897
02344.ppm,25,True,0.060786266
12157.ppm,10,True,0.06077767
02422.ppm,31,True,0.060766146
04053.ppm,5,True,0.04392286
08669.ppm,12,True,0.02616947
10026.ppm,12,False,0.035787802
00235.ppm,31,False,0.042443026
06644.ppm,31,False,0.033326194
11338.ppm,5,True,0.060786612
09577.ppm,10,True,0.060777657
10032.ppm,4,True,0.042649653
06888.ppm,8,False,0.03636258
00221.ppm,4,True,0.031904306
06650.ppm,10,True,0.06077769
09563.ppm,5,True,0.060199615
12625.ppm,12,True,0.060786746
05359.ppm,36,False,0.046302397
02436.ppm,13,True,0.060529742
03728.ppm,18,True,0.060179222
04047.ppm,17,True,0.040497158
04721.ppm,2,False,0.038547356
02350.ppm,37,False,0.04679768
12143.ppm,5,True,0.03683813
06136.ppm,42,True,0.060008086
09205.ppm,10,True,0.047910254
01659.ppm,14,True,0.04741084
00547.ppm,1,True,0.060786746
07228.ppm,13,True,0.060786817
10754.ppm,2,True,0.060781017
01881.ppm,15,True,0.060743984
04709.ppm,37,False,0.060784105
03066.ppm,12,True,0.060786817
02378.ppm,28,False,0.03461575
05417.ppm,12,True,0.060786817
11462.ppm,35,False,0.037046786
01671.ppm,30,False,0.034198973
08133.ppm,27,True,0.050649542
07200.ppm,33,True,0.060786817
08655.ppm,7,False,0.058610313
07566.ppm,18,True,0.05720036
00209.ppm,15,True,0.060786597
01117.ppm,38,True,0.060786817
11304.ppm,1,True,0.054135468
06678.ppm,33,True,0.060786817
05371.ppm,3,True,0.058991533
03700.ppm,38,False,0.034140553
05365.ppm,34,True,0.060786817
12619.ppm,23,False,0.032059126
03714.ppm,31,False,0.03268979
08641.ppm,5,True,0.056629177
07572.ppm,12,True,0.060785286
01103.ppm,28,False,0.04044153
08899.ppm,31,True,0.059912782
11310.ppm,8,True,0.060671832
09239.ppm,22,True,0.04457773
11476.ppm,5,True,0.057066306
01665.ppm,25,True,0.055094514
10768.ppm,13,True,0.060786817
08127.ppm,1,True,0.060780946
07214.ppm,8,False,0.042740926
03072.ppm,2,True,0.06010404
05403.ppm,26,True,0.05954111
04682.ppm,12,True,0.06078659
06095.ppm,3,False,0.0299867
01922.ppm,5,True,0.06062937
00382.ppm,38,True,0.060786817
10191.ppm,12,True,0.060786817
08906.ppm,11,True,0.060189225
02595.ppm,3,False,0.03586388
03853.ppm,38,False,0.038273744
02581.ppm,14,True,0.045079987
03847.ppm,25,True,0.05992334
00396.ppm,2,False,0.031245515
10185.ppm,3,True,0.051886383
01088.ppm,5,True,0.059086215
08912.ppm,38,True,0.06074071
06081.ppm,1,True,0.038963202
01936.ppm,8,True,0.038376942
04696.ppm,31,True,0.05945256
05588.ppm,10,True,0.048190724
10813.ppm,4,True,0.04307823
08084.ppm,35,True,0.060786817
04866.ppm,9,True,0.06063174
06917.ppm,26,True,0.05988469
06903.ppm,1,True,0.060782883
04872.ppm,4,True,0.059912365
10807.ppm,3,True,0.05561293
08090.ppm,33,True,0.060786817
07348.ppm,39,True,0.060786817
10634.ppm,9,True,0.060785726
00427.ppm,31,False,0.04675932
01739.ppm,10,True,0.05873994
06056.ppm,12,True,0.060786817
09365.ppm,1,True,0.06078552
12023.ppm,12,True,0.06078674
02230.ppm,14,True,0.060786705
04899.ppm,7,True,0.060415756
04641.ppm,2,True,0.060615357
04127.ppm,4,True,0.060701363
03648.ppm,12,True,0.060786817
02556.ppm,7,True,0.060653772
03890.ppm,13,True,0.060786817
05239.ppm,26,False,0.039848685
06730.ppm,10,True,0.060786083
09403.ppm,13,True,0.060786802
00341.ppm,29,True,0.059679326
10152.ppm,15,True,0.060757127
06724.ppm,12,True,0.06075724
11258.ppm,8,True,0.06005217
09417.ppm,22,True,0.060785964
00355.ppm,36,False,0.058397997
08709.ppm,28,True,0.06077214
10146.ppm,15,True,0.060765363
04133.ppm,31,False,0.030061837
02542.ppm,10,True,0.060784724
03884.ppm,12,True,0.060786817
12037.ppm,2,True,0.059630148
02224.ppm,35,True,0.060786817
04655.ppm,4,True,0.04068285
10620.ppm,3,True,0.05649402
00433.ppm,34,True,0.060786817
06042.ppm,25,True,0.060784828
09371.ppm,18,True,0.054656923
05563.ppm,10,True,0.05988991
03112.ppm,20,False,0.03452436
10608.ppm,8,True,0.050986696
08047.ppm,24,True,0.056186605
07374.ppm,18,True,0.06078594
01705.ppm,37,False,0.04148726
09359.ppm,25,True,0.060368378
11516.ppm,19,True,0.060780216
11270.ppm,8,True,0.058198262
01063.ppm,13,True,0.060786817
08721.ppm,25,True,0.060731288
07412.ppm,25,True,0.057298195
03674.ppm,14,True,0.060786817
05205.ppm,2,True,0.060578454
03660.ppm,8,True,0.039972898
05211.ppm,38,True,0.060786817
11264.ppm,13,True,0.028274171
06718.ppm,18,True,0.056933843
01077.ppm,7,True,0.060770463
00369.ppm,13,True,0.060786817
08735.ppm,32,True,0.06033223
07406.ppm,21,True,0.05307132
08053.ppm,38,True,0.060786817
07360.ppm,22,True,0.060786776
01711.ppm,1,True,0.034971844
11502.ppm,13,True,0.060786817
05577.ppm,18,True,0.060786776
02218.ppm,42,True,0.047717664
03106.ppm,31,True,0.06049018
04669.ppm,10,True,0.060733337
03489.ppm,12,True,0.060772754
12584.ppm,11,True,0.060683224
02797.ppm,10,True,0.060439214
07837.ppm,3,True,0.031197034
10393.ppm,31,False,0.035467003
00180.ppm,5,False,0.054790672
11933.ppm,9,True,0.0587991
07189.ppm,11,True,0.058425248
06297.ppm,5,True,0.059106797
04480.ppm,2,True,0.060084797
05946.ppm,2,True,0.03981055
04494.ppm,34,True,0.060477965
05952.ppm,7,True,0.052225273
11927.ppm,17,True,0.060786817
06283.ppm,4,True,0.054370027
07823.ppm,25,True,0.060786817
11099.ppm,38,False,0.045428783
10387.ppm,5,True,0.051880322
00194.ppm,31,True,0.060516678
12590.ppm,25,True,0.06077874
02783.ppm,7,True,0.055714548
09826.ppm,9,True,0.06078594
02973.ppm,11,True,0.060786534
08286.ppm,26,True,0.056907933
09198.ppm,13,True,0.060786817
00802.ppm,5,True,0.050507918
08292.ppm,31,False,0.053618103
00816.ppm,11,True,0.06065787
02967.ppm,2,True,0.060786713
09832.ppm,3,False,0.03685795
10350.ppm,15,True,0.060703993
00143.ppm,18,True,0.03142954
09601.ppm,5,False,0.056084063
06532.ppm,18,True,0.060443338
12547.ppm,25,True,0.060786787
02754.ppm,8,False,0.036990426
04325.ppm,4,True,0.031608127
04443.ppm,21,True,0.06013944
05985.ppm,6,True,0.060781315
02032.ppm,38,True,0.03164074
12221.ppm,8,True,0.060772922
11728.ppm,38,False,0.034704067
09167.ppm,31,True,0.06072384
06254.ppm,1,True,0.060759105
00625.ppm,13,True,0.060786493
08279.ppm,35,True,0.05826905
10436.ppm,1,True,0.060479708
09173.ppm,38,True,0.060654543
06240.ppm,33,True,0.060786817
00631.ppm,35,True,0.060786817
10422.ppm,35,True,0.060785823
04457.ppm,3,True,0.052970193
05991.ppm,2,True,0.044925664
03338.ppm,18,True,0.06078409
02026.ppm,1,True,0.04745005
05749.ppm,26,True,0.06059624
12235.ppm,21,False,0.060556248
12553.ppm,7,True,0.060463037
02740.ppm,30,False,0.045337256
04331.ppm,23,False,0.032215938
02998.ppm,41,True,0.06077942
10344.ppm,33,True,0.060752727
07638.ppm,12,True,0.056065734
00157.ppm,9,True,0.060786784
01249.ppm,12,True,0.060784943
09615.ppm,10,True,0.060723558
06526.ppm,12,True,0.060786817
05007.ppm,2,True,0.060781702
02768.ppm,25,True,0.036130477
03476.ppm,16,True,0.06054039
04319.ppm,38,True,0.060786817
07610.ppm,10,True,0.060783245
08523.ppm,2,True,0.06078266
01261.ppm,8,True,0.058870338
11072.ppm,12,True,0.060768753
06268.ppm,35,True,0.06019977
11714.ppm,34,True,0.060786817
01507.ppm,2,False,0.049610745
00619.ppm,38,True,0.057223998
07176.ppm,10,True,0.06078658
